Name of the Banks,Date,Savings Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Special Notice Deposit (SND) Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit,Fixed Deposit
EXIM,2022-07-01,2.5,2.0,3.0,3.0,3.0,3.0,6.0,6.25,6.5,6.5,6.5
FIRST SECU,2022-07-01,2.25,2.25,2.25,2.25,2.25,2.25,5.81,5.81,5.875,,
GIBL,2022-07-01,3.0,2.5,2.5,2.5,2.5,2.5,6.0,6.0,6.0,6.0,6.0
ICB,2022-07-01,4.5,3.0,4.0,4.0,4.0,4.0,5.8,5.8,6.0,6.0,6.0
IFIC,2022-07-01,2.0,1.5,2.0,2.5,3.0,3.5,6.125,6.25,6.25,6.0,6.0
ISLAMI,2022-07-01,3.2,1.8,1.8,1.8,1.8,1.8,5.81,5.72,5.81,5.81,5.425
JAMUNA,2022-07-01,2.0,1.0,2.0,3.0,4.0,6.0,4.5,4.5,4.5,,
MDBL,2022-07-01,3.125,2.5,3.25,3.25,4.0,4.25,5.05,5.25,5.125,,
MERCANTILE,2022-07-01,4.0,1.0,1.5,2.5,3.0,3.5,5.075,5.2,5.325,5.325,
MGBL,2022-07-01,2.5,3.0,3.5,3.5,3.5,3.75,6.875,7.125,7.125,7.125,7.125
MMBL,2022-07-01,3.0,2.0,2.0,2.0,2.0,3.0,5.154999999999999,5.279999999999999,5.404999999999999,,
MUTUAL TRUST,2022-07-01,2.5,1.25,1.5,1.75,2.0,2.5,4.75,4.875,5.0,5.0,5.0
NBL,2022-07-01,2.0,2.0,2.0,3.0,3.0,5.5,5.654999999999999,6.0,6.0,6.0,6.5
NCCBL,2022-07-01,2.0,2.0,2.0,2.0,2.0,2.0,5.5,5.75,5.875,5.875,5.875
NRBBL,2022-07-01,2.25,2.5,3.0,3.5,4.0,4.0,6.0,6.0,6.0,5.5,
NRBCBL,2022-07-01,4.75,2.0,2.25,2.5,2.75,6.0,6.0,6.0,6.0,6.0,6.125
ONE BANK,2022-07-01,3.75,2.0,4.0,2.75,3.0,3.5,5.0,5.125,5.25,5.25,5.25
Padma,2022-07-01,5.375,3.5,4.0,8.0,8.0,8.0,6.25,6.5,7.75,,
PREMIER,2022-07-01,2.25,2.0,2.5,2.75,3.0,3.5,5.75,5.2,6.0,5.25,5.25
PRIME,2022-07-01,3.125,0.5,1.0,2.0,2.0,3.15,5.375,5.25,5.375,5.25,5.25
PUBALI,2022-07-01,2.0,2.0,2.25,3.0,3.5,4.0,5.5,6.125,6.125,6.125,6.59
SBACBL,2022-07-01,4.25,2.5,2.5,2.5,2.5,2.5,5.625,5.625,5.625,5.625,5.625
SHAHJALAL,2022-07-01,2.0,2.0,2.0,2.5,2.5,2.5,4.904999999999999,4.904999999999999,4.904999999999999,4.904999999999999,4.904999999999999
SHIMANTO,2022-07-01,4.75,2.0,2.0,2.0,2.0,2.0,4.425,4.925,5.5,5.75,5.75
SIBL,2022-07-01,3.0,2.0,2.5,2.75,3.25,4.0,4.404999999999999,5.705,5.875,,
SOUTHEAST,2022-07-01,1.5,1.5,1.75,2.0,2.25,2.5,5.0,5.0,5.125,5.25,
STANDARD,2022-07-01,2.0,2.0,2.25,2.5,3.0,3.0,5.029999999999999,5.154999999999999,5.279999999999999,5.654999999999999,
THE CITY,2022-07-01,3.0,3.0,3.0,3.0,3.0,3.0,4.375,4.75,5.0,4.925,4.925
TRUST BANK,2022-07-01,3.0,0.75,0.75,0.75,0.9,1.0,4.154999999999999,4.279999999999999,4.404999999999999,4.404999999999999,4.404999999999999
UCBL,2022-07-01,2.75,1.75,2.0,2.25,2.5,2.75,4.8,4.8,5.0,5.25,5.25
UNBL,2022-07-01,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.125,6.125,6.125,6.125
UTTARA,2022-07-01,3.375,2.25,2.75,3.25,3.75,4.25,4.904999999999999,5.125,5.375,5.375,5.375
FBs,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2022-07-01,6.0,0.5,5.0,6.0,6.0,6.0,4.25,4.25,4.625,5.81,5.81
CITI N.A.,2022-07-01,0.45,0.05,0.05,0.05,0.05,0.4,0.1,0.1,0.1,,
COMMERCIAL B.,2022-07-01,3.0,1.0,1.0,1.25,1.5,2.5,3.75,4.75,5.125,7.075,7.325
HABIB,2022-07-01,2.5,2.5,3.5,3.5,3.5,3.0,4.75,5.279999999999999,5.75,5.75,6.25
HSBC,2022-07-01,2.125,0.05,0.05,0.1,0.3,0.45,1.85,2.375,2.65,2.65,2.65
NBP,2022-07-01,4.5,0.2,0.3,0.4,0.5,1.0,5.81,5.81,5.81,6.5,6.5
SBI,2022-07-01,1.5,1.0,4.0,4.0,4.0,4.0,4.66,4.66,4.66,4.66,4.66
STAN.CHART,2022-07-01,2.525,0.05,0.05,0.1,0.15,0.2,2.9299999999999997,2.9299999999999997,2.9299999999999997,2.9299999999999997,2.9299999999999997
WOORI,2022-07-01,1.25,0.5,0.5,0.5,0.5,0.5,3.53,3.655,3.78,4.404999999999999,4.404999999999999
AGRANI,2022-08-01,2.6,2.5,2.75,3.0,3.5,4.0,6.0,6.25,6.5,,
BASIC,2022-08-01,3.75,3.5,3.5,3.5,3.5,3.5,5.745,5.99,6.0,6.0,6.0
BDBL,2022-08-01,3.5,2.75,3.0,3.25,3.5,3.75,5.875,6.0,6.0,,
JANATA,2022-08-01,2.75,2.75,3.0,3.25,3.5,4.0,6.0,6.25,6.5,,
RUPALI,2022-08-01,3.25,2.5,3.0,3.25,3.5,3.75,5.75,5.875,6.0,6.0,6.0
SONALI,2022-08-01,2.5,2.0,2.5,3.0,3.5,4.0,5.75,5.875,6.0,6.0,
DFIs,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2022-08-01,3.5,3.5,3.5,3.5,3.5,3.5,5.875,5.925,6.0,,
PKB,2022-08-01,3.25,,,,,,,,5.99,,
RAKUB,2022-08-01,3.0,3.0,3.1,3.25,3.5,3.75,5.245,5.99,6.375,6.5,6.5
PCBs,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2022-08-01,2.5,1.0,1.75,2.75,3.25,3.5,6.25,6.0,6.5,6.0,
AL-ARAFAH,2022-08-01,2.0,2.25,2.25,2.25,2.25,2.25,4.625,5.0,5.0,5.0,5.0
BANK ASIA,2022-08-01,2.5,2.5,2.5,3.0,3.0,3.0,4.5,5.5,6.0,6.0,6.0
BCBL,2022-08-01,3.375,2.5,3.0,3.0,3.0,3.0,6.0,6.0,6.0,,
Bengal,2022-08-01,2.875,2.5,2.5,2.5,2.75,3.0,6.25,6.25,6.25,6.25,6.25
BRAC,2022-08-01,2.5,0.25,0.75,1.25,1.5,2.0,5.625,5.75,6.25,6.125,6.125
CBBL,2022-08-01,3.5,2.0,2.25,2.5,2.75,3.0,5.875,6.125,6.125,6.125,6.125
DHAKA,2022-08-01,3.5,2.0,2.25,2.5,2.75,3.0,5.5,5.625,5.75,5.75,6.21
DUTCH-BANGLA,2022-08-01,1.875,1.0,2.0,2.5,2.5,2.5,3.995,4.245,4.495,4.495,4.495
EBL,2022-08-01,2.0,1.0,2.0,2.0,2.0,2.0,4.125,4.5,4.625,3.0,3.0
EXIM,2022-08-01,2.5,2.0,3.0,3.0,3.0,3.0,6.0,6.25,6.5,6.5,6.5
FIRST SECU,2022-08-01,2.25,2.25,2.25,2.25,2.25,2.25,5.99,5.99,5.875,,
GIBL,2022-08-01,3.5,2.5,2.5,2.5,2.5,2.5,6.0,6.0,6.0,6.0,6.0
ICB,2022-08-01,4.5,3.0,4.0,4.0,4.0,4.0,5.8,5.8,6.0,6.0,6.0
IFIC,2022-08-01,2.0,2.0,2.0,2.5,3.0,3.5,6.25,6.25,6.25,6.25,6.25
ISLAMI,2022-08-01,3.2,2.0,2.0,2.0,2.0,2.0,5.99,5.8100000000000005,5.99,5.99,5.425
JAMUNA,2022-08-01,2.0,1.0,2.0,3.0,4.0,6.0,5.075,5.075,5.075,,
MDBL,2022-08-01,3.125,2.5,3.25,3.25,4.0,4.25,5.12,5.25,5.125,,
MERCANTILE,2022-08-01,4.0,1.0,1.5,2.5,3.0,3.5,5.12,5.245,5.37,5.37,
MGBL,2022-08-01,2.5,3.0,3.5,3.5,3.5,3.75,6.875,7.125,7.125,7.125,7.125
MMBL,2022-08-01,3.0,2.0,2.0,2.0,2.0,3.0,5.245,5.37,5.495,,
MUTUAL TRUST,2022-08-01,2.5,1.25,1.5,1.75,2.0,2.5,4.75,4.875,5.0,5.0,5.0
NBL,2022-08-01,2.0,2.0,2.0,3.0,3.0,3.0,5.75,6.0,6.0,6.0,6.5
NCCBL,2022-08-01,2.0,2.0,2.0,2.0,2.0,2.0,5.5,5.75,5.875,5.875,5.875
NRBBL,2022-08-01,2.25,3.0,3.0,3.5,4.0,4.0,5.25,6.25,6.375,6.5,
NRBCBL,2022-08-01,4.75,2.0,2.25,2.5,2.75,6.0,6.0,6.0,6.0,6.0,6.125
ONE BANK,2022-08-01,3.75,2.0,4.0,2.75,3.0,3.5,5.0,5.125,5.25,5.25,5.25
Padma,2022-08-01,5.375,3.5,4.0,8.0,8.0,8.0,6.25,6.5,7.75,,
PREMIER,2022-08-01,2.25,2.0,2.5,2.75,3.0,3.5,5.5,5.375,5.625,5.25,5.25
PRIME,2022-08-01,3.125,0.5,1.0,2.0,2.0,3.15,5.375,5.25,5.375,5.154999999999999,5.154999999999999
PUBALI,2022-08-01,2.0,2.0,2.25,3.0,3.5,4.0,5.5,6.125,6.125,6.125,6.59
SBACBL,2022-08-01,4.25,2.5,2.5,2.5,2.5,2.5,5.625,5.625,5.625,5.625,5.625
SHAHJALAL,2022-08-01,2.0,2.0,2.0,2.5,2.5,2.5,4.995,4.995,4.995,4.995,4.995
SHIMANTO,2022-08-01,4.75,2.0,2.0,2.0,2.0,2.0,4.5,5.0,5.5,5.75,5.75
SIBL,2022-08-01,3.0,2.0,2.5,2.75,3.25,4.0,4.495,5.795,5.875,,
SOUTHEAST,2022-08-01,1.5,1.5,1.75,2.0,2.25,2.5,5.0,5.0,5.125,5.25,
STANDARD,2022-08-01,2.0,2.0,2.25,2.5,3.0,3.0,5.12,5.245,5.37,5.745,
THE CITY,2022-08-01,3.0,3.0,3.0,3.0,3.0,3.0,4.25,4.75,5.0,5.0,5.0
TRUST BANK,2022-08-01,3.0,0.75,0.75,0.75,0.9,1.0,4.245,4.37,4.495,4.495,4.495
UCBL,2022-08-01,2.75,1.75,2.0,2.25,2.5,2.75,4.875,4.875,5.075,5.325,5.325
UNBL,2022-08-01,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.125,6.125,6.125,6.125
UTTARA,2022-08-01,3.375,2.25,2.75,3.25,3.75,4.25,4.995,5.125,5.375,5.375,5.375
FBs,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2022-08-01,6.0,0.5,5.0,6.0,6.0,6.0,4.25,4.25,4.625,5.99,5.99
CITI N.A.,2022-08-01,0.45,0.05,0.05,0.05,0.05,0.4,0.1,0.1,0.1,,
COMMERCIAL B.,2022-08-01,3.0,1.0,1.0,1.25,1.5,2.5,3.75,4.75,5.125,7.075,7.325
HABIB,2022-08-01,2.5,2.5,3.5,3.5,3.5,3.0,5.245,5.37,5.75,5.75,6.25
HSBC,2022-08-01,2.125,0.05,0.05,0.1,0.3,0.45,1.85,2.875,3.15,3.15,3.15
NBP,2022-08-01,4.5,0.2,0.3,0.4,0.5,1.0,5.99,5.99,5.99,6.5,6.5
SBI,2022-08-01,1.5,1.0,4.0,4.0,4.0,4.0,4.745,4.745,4.745,4.745,4.745
STAN.CHART,2022-08-01,2.525,0.05,0.05,0.1,0.15,0.2,3.02,3.02,3.02,3.02,0.05
WOORI,2022-08-01,1.25,0.5,0.5,0.5,0.5,0.5,3.625,3.75,3.875,4.5,4.5
AGRANI,2022-09-01,2.6,2.5,2.75,3.0,3.5,4.0,6.15,6.25,6.5,,
BASIC,2022-09-01,3.75,3.5,3.5,3.5,3.5,3.5,5.825,6.15,6.15,6.15,6.15
BDBL,2022-09-01,4.0,2.75,3.0,3.25,3.5,3.75,6.25,6.5,6.5,,
JANATA,2022-09-01,2.75,2.75,3.0,3.25,3.5,4.0,6.15,6.25,6.5,,
RUPALI,2022-09-01,3.25,2.5,3.0,3.25,3.5,4.0,6.375,6.15,6.625,6.625,6.625
SONALI,2022-09-01,2.5,2.0,2.5,3.0,3.5,4.0,5.825,5.95,6.15,6.15,
DFIs,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2022-09-01,3.5,3.5,3.5,3.5,3.5,3.5,5.95,6.0,6.15,,
PKB,2022-09-01,3.25,,,,,,,,6.15,,
RAKUB,2022-09-01,3.0,3.0,3.0,3.0,3.0,3.0,,6.15,6.625,6.75,6.125
PCBs,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2022-09-01,2.5,1.0,1.75,2.75,3.25,3.5,6.325,6.15,6.5,6.15,
AL-ARAFAH,2022-09-01,2.0,2.25,2.25,2.25,2.25,2.25,4.7,5.075,5.075,5.075,5.075
BANK ASIA,2022-09-01,2.5,2.5,2.5,3.0,3.0,3.0,4.575,5.575,6.075,6.075,6.075
BCBL,2022-09-01,3.375,2.5,3.0,3.0,3.0,3.0,6.15,6.15,6.15,,
Bengal,2022-09-01,2.875,2.5,2.5,2.5,2.75,3.0,6.75,6.75,6.75,6.75,6.75
BRAC,2022-09-01,2.0,0.25,0.75,1.25,1.5,2.0,6.025,6.375,6.575,6.575,6.575
CBBL,2022-09-01,3.5,2.0,2.25,2.5,2.75,3.0,5.875,6.125,6.125,6.125,6.125
DHAKA,2022-09-01,3.5,2.0,2.25,2.5,2.75,3.0,5.575,5.625,5.75,5.825,6.21
DUTCH-BANGLA,2022-09-01,1.875,1.0,2.0,2.5,2.5,2.5,4.075,4.325,4.575,4.575,4.575
EBL,2022-09-01,2.0,1.0,2.0,2.0,2.0,2.0,4.2,4.5,4.625,6.15,6.15
EXIM,2022-09-01,2.5,2.0,3.0,3.0,3.0,3.0,6.2,6.25,6.5,6.5,6.5
FIRST SECU,2022-09-01,2.25,2.25,2.25,2.25,2.25,2.25,6.15,6.15,5.95,,
GIBL,2022-09-01,3.5,2.5,2.5,2.5,2.5,2.5,6.15,6.15,6.15,6.15,6.15
ICB,2022-09-01,4.5,3.0,4.0,4.0,4.0,4.0,5.875,5.875,6.15,6.15,6.15
IFIC,2022-09-01,2.0,2.0,2.0,2.5,3.0,3.5,6.75,6.75,6.75,6.75,6.75
ISLAMI,2022-09-01,3.2,2.0,2.0,2.0,2.0,2.0,5.225,5.275,5.35,5.375,5.425
JAMUNA,2022-09-01,2.0,1.0,2.0,3.0,4.0,6.0,5.175,5.175,5.175,,
MDBL,2022-09-01,3.125,2.5,3.25,3.25,4.0,4.25,5.2,5.375,5.25,,
MERCANTILE,2022-09-01,4.0,1.0,1.5,2.5,3.0,3.5,5.2,5.325,5.45,5.45,
MGBL,2022-09-01,4.0,6.0,6.0,6.5,7.0,7.0,6.875,7.125,7.125,,
MMBL,2022-09-01,3.0,2.0,2.0,2.0,2.0,3.0,5.325,5.45,5.575,,
MUTUAL TRUST,2022-09-01,2.5,1.25,1.5,1.75,2.0,2.5,4.825,4.95,5.075,5.075,5.075
NBL,2022-09-01,2.0,2.0,2.0,3.0,3.0,3.0,5.825,6.5,6.5,6.5,7.0
NCCBL,2022-09-01,2.0,2.0,2.0,2.0,2.0,2.0,6.375,6.5,6.5,6.5,6.5
NRBBL,2022-09-01,2.25,3.0,3.0,3.5,4.0,4.0,5.25,6.25,6.375,6.5,
NRBCBL,2022-09-01,4.75,2.0,2.25,2.5,2.75,6.0,6.15,6.15,6.15,6.15,6.125
ONE BANK,2022-09-01,3.75,2.0,4.0,2.75,3.0,3.5,5.075,5.2,5.325,5.325,5.325
Padma,2022-09-01,5.375,3.5,4.0,8.0,8.0,8.0,6.25,6.5,7.75,,
PREMIER,2022-09-01,2.25,2.0,2.5,2.75,3.0,3.5,5.5,5.375,5.625,5.625,5.325
PRIME,2022-09-01,3.625,0.5,1.0,2.0,2.0,3.15,5.5,5.5,5.75,5.325,5.325
PUBALI,2022-09-01,2.0,2.0,2.25,3.0,3.5,4.0,5.575,6.125,6.125,6.125,6.59
SBACBL,2022-09-01,4.25,2.5,2.5,2.5,2.5,2.5,5.625,5.625,5.625,5.625,5.625
SHAHJALAL,2022-09-01,2.0,2.0,2.0,2.5,2.5,2.5,5.075,5.075,5.075,5.075,5.075
SHIMANTO,2022-09-01,4.75,2.0,2.0,2.0,2.0,2.0,4.575,5.075,5.575,5.825,5.825
SIBL,2022-09-01,3.0,2.0,2.5,2.75,3.25,4.0,4.575,5.875,5.95,,
SOUTHEAST,2022-09-01,1.5,1.5,1.75,2.0,2.25,2.5,5.25,5.25,5.375,5.25,
STANDARD,2022-09-01,2.0,2.0,2.25,2.5,3.0,3.0,5.2,5.325,5.45,5.825,
THE CITY,2022-09-01,3.0,3.0,3.0,3.0,3.0,3.0,4.375,4.75,4.825,5.075,5.075
TRUST BANK,2022-09-01,3.0,1.0,1.0,1.0,2.0,2.0,4.575,4.825,4.95,4.95,4.95
UCBL,2022-09-01,2.75,1.75,2.0,2.25,2.5,2.75,4.95,4.95,5.125,5.375,5.375
UNBL,2022-09-01,3.0,3.0,3.0,3.0,3.0,3.0,6.15,6.125,6.125,6.125,6.125
UTTARA,2022-09-01,3.375,2.25,2.75,3.25,3.75,4.25,5.075,5.2,5.375,5.375,5.375
FBs,2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2022-09-01,6.0,0.5,5.0,6.0,6.0,6.0,4.375,4.375,4.75,6.15,6.15
CITI N.A.,2022-09-01,0.45,0.05,0.05,0.05,0.05,0.4,0.1,0.1,0.1,,
COMMERCIAL B.,2022-09-01,3.0,1.0,1.0,1.25,1.5,2.5,3.825,4.75,5.125,7.075,7.325
HABIB,2022-09-01,2.5,2.5,3.5,3.5,3.5,3.0,5.325,5.45,5.75,5.75,6.25
HSBC,2022-09-01,2.125,0.05,0.05,0.1,0.3,0.45,2.35,2.875,3.15,3.15,3.15
NBP,2022-09-01,4.5,0.2,0.3,0.4,0.5,1.0,6.15,6.15,6.15,6.5,6.5
SBI,2022-09-01,1.5,1.0,4.0,4.0,4.0,4.0,4.825,4.825,4.825,4.825,4.825
STAN.CHART,2022-09-01,2.525,0.05,0.05,0.1,0.15,0.2,3.1,3.1,3.1,3.1,0.05
WOORI,2022-09-01,1.25,0.5,0.5,0.5,0.5,0.5,3.7,3.825,3.95,4.575,4.575
AGRANI,2022-10-01,2.6,2.75,2.88,3.0,3.25,3.5,6.0,6.25,6.5,6.0,7.0
BASIC,2022-10-01,3.75,3.5,3.5,3.5,3.5,3.5,5.55,5.75,6.0,6.0,6.0
BDBL,2022-10-01,4.0,2.75,3.0,3.25,3.5,3.75,6.25,6.5,6.5,,
JANATA,2022-10-01,2.75,2.75,3.0,3.25,3.5,4.0,6.175,6.325,6.5,,
RUPALI,2022-10-01,3.25,2.5,3.0,3.25,3.5,4.0,6.375,6.5,6.625,6.625,6.625
SONALI,2022-10-01,3.0,2.25,2.5,2.75,3.0,3.25,5.79,6.225,6.075,6.075,
DFIs,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2022-10-01,3.5,3.5,3.5,3.5,3.5,3.5,5.875,5.925,6.0,,
PKB,2022-10-01,3.25,,,,,,,,5.5,,
RAKUB,2022-10-01,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,6.625,6.75,6.125
PCBs,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2022-10-01,2.5,1.25,1.75,2.38,2.75,3.0,5.75,5.725,6.5,6.1,
AL-ARAFAH,2022-10-01,2.0,2.25,2.25,2.25,2.25,2.25,4.7,5.075,5.075,5.075,5.075
BANK ASIA,2022-10-01,2.195,2.57,2.57,2.82,2.82,2.82,4.65,5.535,6.0600000000000005,6.0600000000000005,6.0600000000000005
BCBL,2022-10-01,3.375,2.5,3.0,3.0,3.0,3.0,6.0,6.0,6.0,,
Bengal,2022-10-01,2.875,2.5,2.5,2.5,2.75,3.0,6.75,6.75,6.75,6.75,6.75
BRAC,2022-10-01,2.0,0.25,0.75,1.25,1.5,2.0,6.025,6.375,6.625,6.665,6.665
CBBL,2022-10-01,3.5,2.0,2.25,2.5,2.75,3.0,6.0,6.25,6.25,6.25,6.25
DHAKA,2022-10-01,3.5,2.0,2.25,2.5,2.75,3.0,5.665,5.665,5.665,5.915,6.21
DUTCH-BANGLA,2022-10-01,1.875,1.0,2.0,2.5,2.5,2.5,3.905,4.175,4.45,4.45,4.45
EBL,2022-10-01,2.0,1.0,2.0,2.0,2.0,2.0,4.3,4.5,4.625,3.0,3.0
EXIM,2022-10-01,2.5,2.0,3.0,3.0,3.0,3.0,6.33,6.35,6.5,6.5,6.5
FIRST SECU,2022-10-01,2.25,2.25,2.25,2.25,2.25,2.25,5.6,5.6,5.875,,
GIBL,2022-10-01,3.0,2.5,2.5,2.5,2.5,2.5,6.0,6.0,6.0,6.0,6.0
ICB,2022-10-01,4.5,3.0,4.0,4.0,4.0,4.0,5.8,5.8,5.95,5.95,5.95
IFIC,2022-10-01,2.0,2.0,2.0,2.5,3.0,3.5,6.75,6.75,6.75,6.75,6.75
ISLAMI,2022-10-01,3.2,2.0,2.0,2.0,2.0,2.0,5.025,5.085,5.16,5.1899999999999995,5.425
JAMUNA,2022-10-01,2.0,1.0,2.0,3.0,4.5,6.5,5.175,5.175,5.175,,
MDBL,2022-10-01,3.125,2.5,3.25,3.25,4.0,4.25,5.2,5.375,5.25,,
MERCANTILE,2022-10-01,4.0,1.0,1.5,2.5,3.0,3.5,5.125,5.25,5.375,5.375,
MGBL,2022-10-01,2.5,3.0,3.25,3.25,3.25,3.5,6.675,6.875,6.875,6.875,6.875
MMBL,2022-10-01,3.0,2.0,2.0,2.0,2.0,3.0,5.375,5.625,5.875,,
MUTUAL TRUST,2022-10-01,2.5,1.25,1.5,1.75,2.0,2.5,4.75,4.875,5.0,5.0,5.0
NBL,2022-10-01,2.0,2.0,2.0,3.0,3.0,3.0,5.915,6.5,6.5,6.5,7.0
NCCBL,2022-10-01,2.0,2.0,2.0,2.0,2.0,2.0,5.75,6.125,6.25,6.25,6.25
NRBBL,2022-10-01,2.25,3.0,3.0,3.5,4.0,4.0,5.25,6.25,6.375,6.5,
NRBCBL,2022-10-01,4.75,2.0,2.25,2.5,2.75,6.0,6.125,6.25,6.25,6.25,6.125
ONE BANK,2022-10-01,3.625,2.0,3.25,2.75,3.0,3.5,5.75,5.75,6.375,6.375,6.375
Padma,2022-10-01,5.375,3.5,4.0,8.0,8.0,8.0,6.5,6.5,7.75,,
PREMIER,2022-10-01,2.25,2.0,2.5,2.75,3.0,3.5,5.5,5.45,5.625,5.625,5.425
PRIME,2022-10-01,2.625,0.5,1.0,2.0,2.0,3.15,5.4399999999999995,5.415,5.5600000000000005,5.325,5.325
PUBALI,2022-10-01,2.12,2.01,2.25,3.0,3.51,3.76,5.525,6.140000000000001,6.140000000000001,6.140000000000001,6.48
SBACBL,2022-10-01,4.25,2.5,2.5,2.5,2.5,2.5,5.75,5.75,5.75,5.75,5.75
SHAHJALAL,2022-10-01,2.0,2.0,2.0,2.5,2.5,2.5,4.875,4.875,4.875,4.875,4.875
SHIMANTO,2022-10-01,4.75,2.0,2.0,2.0,2.0,2.0,4.675,5.25,5.875,5.75,5.75
SIBL,2022-10-01,3.0,2.0,2.5,2.75,3.25,4.0,4.5,6.125,6.375,,
SOUTHEAST,2022-10-01,1.5,1.5,1.75,2.0,2.25,2.5,5.25,5.25,5.375,5.25,
STANDARD,2022-10-01,2.0,2.0,2.25,2.5,3.0,3.0,5.29,5.415,5.54,5.915,
THE CITY,2022-10-01,1.105,2.75,2.75,2.75,2.75,2.75,4.46,4.9350000000000005,5.08,5.23,5.23
TRUST BANK,2022-10-01,3.25,1.0,1.0,1.0,2.0,2.0,4.665,4.915,5.04,5.04,5.04
UCBL,2022-10-01,2.75,1.75,2.0,2.25,2.5,2.75,5.05,5.05,5.25,5.5,5.5
UNBL,2022-10-01,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.125,6.125,6.125,6.125
UTTARA,2022-10-01,3.375,2.25,2.75,3.25,3.75,4.25,4.875,5.125,5.375,5.375,5.375
FBs,2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL FALAH,2022-10-01,6.0,0.5,5.0,6.0,6.0,6.0,4.335,4.625,4.8149999999999995,6.33,6.33
CITI N.A.,2022-10-01,0.45,0.05,0.05,0.05,0.05,0.4,0.1,0.1,0.1,,
COMMERCIAL B.,2022-10-01,3.0,1.0,1.0,1.25,1.5,2.5,3.925,4.425,5.125,7.075,7.075
HABIB,2022-10-01,2.5,2.5,3.5,3.5,3.5,3.0,4.75,5.125,5.75,5.75,6.25
HSBC,2022-10-01,4.0,0.05,0.05,0.1,0.3,0.45,2.35,2.875,3.15,3.15,3.15
NBP,2022-10-01,4.5,0.2,0.3,0.4,0.5,1.0,5.75,5.75,5.75,6.5,6.5
SBI,2022-10-01,1.5,1.0,4.0,4.0,4.0,4.0,4.825,4.825,4.825,4.825,4.825
STAN.CHART,2022-10-01,2.025,0.05,0.05,0.1,0.3,0.45,3.19,3.19,4.76,1.5999999999999999,0.03
WOORI,2022-10-01,1.25,0.5,0.5,0.5,0.5,0.5,3.79,3.915,4.04,4.665,4.665
AGRANI,2022-11-01,2.6,2.88,3.0,3.25,3.5,3.75,6.25,6.5,6.75,6.0,7.0
BASIC,2022-11-01,3.75,3.5,3.5,3.5,3.5,3.5,5.55,5.75,6.0,6.0,6.0
BDBL,2022-11-01,4.0,2.75,3.0,3.25,3.5,3.75,6.25,6.5,6.5,,
JANATA,2022-11-01,2.75,2.75,3.0,3.25,3.5,4.0,6.67,6.7,6.75,,
RUPALI,2022-11-01,3.25,2.5,3.0,3.25,3.5,4.0,6.375,6.5,6.625,6.625,6.625
SONALI,2022-11-01,3.0,2.25,2.5,2.75,3.0,3.25,5.835,6.27,6.175,6.175,
DFIs,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKB,2022-11-01,3.5,3.5,3.5,3.5,3.5,3.5,5.875,5.925,6.0,,
PKB,2022-11-01,3.25,,,,,,,,5.5,,
RAKUB,2022-11-01,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,6.25,6.5,6.125
PCBs,2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB-BANK,2022-11-01,2.5,1.25,1.75,2.38,2.75,3.0,5.8149999999999995,5.85,6.5,6.35,
AL-ARAFAH,2022-11-01,2.0,2.25,2.25,2.25,2.25,2.25,5.325,5.325,5.325,5.325,5.325
BANK ASIA,2022-11-01,2.245,2.62,2.62,2.87,2.87,2.87,4.8149999999999995,5.71,6.25,6.25,6.25
BCBL,2022-11-01,3.375,2.5,3.0,3.0,3.0,3.0,6.0,6.0,6.0,,
Bengal,2022-11-01,2.875,2.5,2.5,2.5,2.75,3.0,6.75,6.75,6.75,6.75,6.75
